iter	Passed	Remaining
1666	68897	13762
1667	68928	13719
1668	68962	13676
1669	69003	13635
1670	69041	13593
1671	69078	13551
1672	69118	13509
1673	69152	13466
1674	69181	13423
1675	69211	13379
1676	69244	13336
1677	69281	13294
1678	69314	13251
1679	69356	13210
1680	69393	13168
1681	69433	13127
1682	69473	13085
1683	69510	13043
1684	69542	13000
1685	69578	12958
1686	69621	12917
1687	69659	12875
1688	69698	12833
1689	69742	12793
1690	69780	12751
1691	69818	12709
1692	69858	12667
1693	69895	12625
1694	69936	12584
1695	69979	12543
1696	70018	12501
1697	70053	12459
1698	70094	12418
1699	70134	12376
1700	70173	12335
1701	70213	12293
1702	70254	12252
1703	70294	12210
1704	70343	12170
1705	70386	12129
1706	70422	12087
1707	70463	12046
1708	70501	12004
1709	70546	11964
1710	70595	11924
1711	70631	11881
1712	70674	11841
1713	70716	11799
1714	70763	11759
1715	70811	11719
1716	70856	11678
1717	70899	11637
1718	70946	11597
1719	70995	11557
1720	71042	11517
1721	71085	11476
1722	71134	11436
1723	71181	11395
1724	71227	11355
1725	71277	11315
1726	71318	11273
1727	71362	11232
1728	71404	11191
1729	71449	11151
1730	71497	11110
1731	71538	11069
1732	71588	11029
1733	71632	10988
1734	71674	10947
1735	71722	10907
1736	71770	10866
1737	71813	10825
1738	71860	10785
1739	71895	10742
1740	71936	10701
1741	71974	10659
1742	72017	10618
1743	72058	10577
1744	72101	10536
1745	72146	10495
1746	72200	10456
1747	72249	10415
1748	72290	10374
1749	72330	10332
1750	72375	10292
1751	72423	10251
1752	72474	10211
1753	72526	10171
1754	72571	10131
1755	72615	10090
1756	72656	10048
1757	72700	10007
1758	72754	9968
1759	72797	9926
1760	72858	9888
1761	72900	9846
1762	72950	9806
1763	73011	9767
1764	73044	9725
1765	73094	9685
1766	73136	9643
1767	73185	9603
1768	73226	9562
1769	73266	9520
1770	73303	9478
1771	73354	9438
1772	73401	9397
1773	73442	9356
1774	73485	9315
1775	73525	9273
1776	73575	9233
1777	73620	9192
1778	73663	9150
1779	73702	9109
1780	73745	9068
1781	73784	9026
1782	73825	8984
1783	73863	8943
1784	73907	8902
1785	73961	8862
1786	74009	8821
1787	74044	8779
1788	74081	8737
1789	74115	8695
1790	74155	8653
1791	74196	8612
1792	74237	8570
1793	74277	8529
1794	74314	8487
1795	74356	8445
1796	74389	8403
1797	74427	8361
1798	74470	8320
1799	74511	8279
1800	74549	8237
1801	74589	8195
1802	74632	8154
1803	74680	8113
1804	74720	8072
1805	74765	8031
1806	74799	7989
1807	74843	7947
1808	74882	7906
1809	74929	7865
1810	74979	7825
1811	75026	7784
1812	75074	7743
1813	75107	7701
1814	75146	7659
1815	75183	7617
1816	75222	7576
1817	75258	7534
1818	75292	7491
1819	75330	7450
1820	75377	7409
1821	75410	7367
1822	75459	7326
1823	75500	7285
1824	75542	7243
1825	75586	7202
1826	75633	7161
1827	75675	7120
1828	75710	7078
1829	75754	7037
1830	75801	6996
1831	75842	6955
1832	75875	6912
1833	75914	6871
1834	75941	6828
1835	75986	6787
1836	76024	6745
1837	76068	6704
1838	76114	6663
1839	76159	6622
1840	76206	6581
1841	76249	6540
1842	76292	6499
1843	76333	6457
1844	76370	6415
1845	76411	6374
1846	76432	6331
1847	76476	6290
1848	76511	6248
1849	76551	6206
1850	76595	6165
1851	76630	6123
1852	76673	6082
1853	76715	6041
1854	76756	5999
1855	76787	5957
1856	76818	5915
1857	76851	5873
1858	76887	5831
1859	76926	5790
1860	76964	5748
1861	77009	5707
1862	77044	5665
1863	77087	5624
1864	77126	5582
1865	77169	5541
1866	77208	5500
1867	77245	5458
1868	77285	5417
1869	77325	5375
1870	77368	5334
1871	77394	5291
1872	77434	5250
1873	77468	5208
1874	77503	5166
1875	77544	5125
1876	77578	5083
1877	77619	5042
1878	77665	5001
1879	77709	4960
1880	77759	4919
1881	77802	4878
1882	77843	4836
1883	77880	4795
1884	77910	4753
1885	77953	4711
1886	77997	4670
1887	78039	4629
1888	78081	4588
1889	78121	4546
1890	78178	4506
1891	78223	4465
1892	78275	4424
1893	78321	4383
1894	78364	4342
1895	78402	4300
1896	78439	4258
1897	78486	4217
1898	78541	4177
1899	78579	4135
1900	78627	4094
1901	78670	4053
1902	78715	4012
1903	78755	3970
1904	78804	3929
1905	78845	3888
1906	78884	3847
1907	78925	3805
1908	78966	3764
1909	79003	3722
1910	79041	3681
1911	79071	3639
1912	79116	3598
1913	79153	3556
1914	79191	3515
1915	79232	3473
1916	79278	3432
1917	79320	3391
1918	79366	3350
1919	79412	3308
1920	79456	3267
1921	79507	3226
1922	79558	3185
1923	79619	3145
1924	79670	3104
1925	79722	3063
1926	79764	3021
1927	79826	2981
1928	79870	2939
1929	79923	2898
1930	79963	2857
1931	80014	2816
1932	80051	2774
1933	80090	2733
1934	80144	2692
1935	80193	2651
1936	80234	2609
1937	80281	2568
1938	80338	2527
1939	80394	2486
1940	80449	2445
1941	80498	2404
1942	80556	2363
1943	80628	2322
1944	80684	2281
1945	80751	2240
1946	80810	2199
1947	80875	2158
1948	80919	2117
1949	80976	2076
1950	81014	2034
1951	81066	1993
1952	81119	1952
1953	81177	1911
1954	81242	1870
1955	81301	1828
1956	81359	1787
1957	81416	1746
1958	81467	1705
1959	81514	1663
1960	81566	1622
1961	81611	1580
1962	81667	1539
1963	81722	1497
1964	81768	1456
1965	81816	1414
1966	81866	1373
1967	81913	1331
1968	81958	1290
1969	82006	1248
1970	82046	1207
1971	82091	1165
1972	82146	1124
1973	82199	1082
1974	82244	1041
1975	82299	999
1976	82350	958
1977	82396	916
1978	82447	874
1979	82493	833
1980	82547	791
1981	82591	750
1982	82649	708
1983	82693	666
1984	82746	625
1985	82796	583
1986	82846	542
1987	82901	500
1988	82950	458
1989	82995	417
1990	83041	375
1991	83087	333
1992	83131	291
1993	83176	250
1994	83213	208
1995	83251	166
1996	83293	125
1997	83330	83
1998	83367	41
1999	83416	0
